x1,y1,z1,core1,vcn1,x2,y2,z2,core2,vcn2,t,study_id,subject
103.739998,161.199997,44.400002,639.305664,575.896240,102.662903,160.910721,42.083447,607.568298,520.136963,0,1-0ZHT,1-0Z20
110.239998,163.799988,44.400002,491.639954,455.592163,108.454788,161.142822,43.163715,552.883972,488.343750,0,1-0ZHT,1-0Z20
113.879997,170.559998,44.400002,471.661652,432.790833,111.649841,170.334503,46.505081,510.916931,457.504333,0,1-0ZHT,1-0Z20
112.579994,157.039993,44.799999,581.542297,514.224121,111.464966,159.570328,43.388458,506.783813,454.642944,0,1-0ZHT,1-0Z20
120.119995,172.119995,44.799999,468.621460,426.059021,118.672791,170.958252,43.973049,478.169922,419.034546,0,1-0ZHT,1-0Z20
123.499992,168.739990,46.000000,546.797424,484.256653,122.716583,168.989807,44.948830,459.093994,420.624207,0,1-0ZHT,1-0Z20
116.479996,169.259995,46.400002,586.754028,477.307678,115.734749,169.844437,44.771122,475.626465,425.711121,0,1-0ZHT,1-0Z20
119.339996,175.239990,46.400002,543.757263,433.007996,122.321770,176.208099,47.041737,424.757324,382.790283,0,1-0ZHT,1-0Z20
114.919998,136.500000,47.200001,478.610626,429.967804,115.237625,137.009918,47.814728,457.822266,415.537292,0,1-0ZHT,1-0Z20
112.839996,136.759995,47.200001,512.486877,446.471619,112.687881,137.426422,48.705196,542.710144,449.556030,0,1-0ZHT,1-0Z20
107.639999,138.580002,47.200001,482.953735,449.511780,108.054390,138.999435,46.514229,595.486877,452.735352,0,1-0ZHT,1-0Z20
116.999992,142.479996,47.200001,521.607422,439.305481,117.009285,142.904556,47.362061,451.145691,392.010315,0,1-0ZHT,1-0Z20
118.299995,141.959991,47.600002,509.881012,440.825562,118.282898,142.540512,47.307503,454.642944,397.415161,0,1-0ZHT,1-0Z20
125.579994,147.679993,47.600002,559.392456,473.833191,125.479683,147.395493,47.859375,489.297546,401.548279,0,1-0ZHT,1-0Z20
105.820000,160.419998,48.000000,682.736755,621.064575,107.969765,160.455826,46.337605,598.348267,555.427429,0,1-0ZHT,1-0Z20
125.059998,175.239990,48.400002,499.891846,436.265320,124.621994,175.786179,46.557854,426.029053,385.015808,0,1-0ZHT,1-0Z20
122.979996,165.619995,48.799999,630.619446,536.808289,122.620354,166.709198,48.007584,510.281067,467.042297,0,1-0ZHT,1-0Z20
115.699997,174.979996,48.799999,485.125305,438.654022,115.469696,175.490219,46.756470,472.447144,412.675903,0,1-0ZHT,1-0Z20
116.999992,176.799988,48.799999,472.964600,428.230560,116.596497,175.790451,48.754517,422.849731,395.507568,0,1-0ZHT,1-0Z20
112.059998,157.039993,49.200001,704.018005,598.046143,111.992012,158.228806,47.296722,608.522095,522.362488,0,1-0ZHT,1-0Z20
96.719994,179.659988,49.200001,763.518555,700.109192,99.610130,181.911072,48.764236,643.494629,564.011597,0,1-0ZHT,1-0Z20
117.779999,173.679993,50.000000,532.899475,442.997131,117.783936,174.392136,48.633308,464.816772,401.230347,0,1-0ZHT,1-0Z20
126.099998,173.939987,51.200001,552.877808,446.905945,125.117981,174.212601,50.050446,516.003845,412.675903,0,1-0ZHT,1-0Z20
115.959999,170.039993,51.600002,522.476013,461.672485,115.476662,170.755386,51.253712,466.406433,427.618713,0,1-0ZHT,1-0Z20
107.379997,169.779999,52.000000,741.803040,661.021240,106.218124,171.329254,54.319611,622.193176,569.734375,0,1-0ZHT,1-0Z20
118.039993,168.479996,52.400002,667.101562,506.406525,117.731293,169.504745,51.517857,637.135986,460.683655,0,1-0ZHT,1-0Z20
107.899994,176.539993,52.799999,625.842041,556.352295,107.521812,177.445129,55.095791,563.057800,521.090759,0,1-0ZHT,1-0Z20
105.299995,176.019989,53.200001,658.415344,592.834412,104.116829,174.701462,53.390759,661.934692,606.932434,0,1-0ZHT,1-0Z20
104.779999,176.799988,53.200001,670.576050,592.834412,105.929558,177.677719,53.545235,633.002869,550.022583,0,1-0ZHT,1-0Z20
101.139999,178.099991,53.200001,636.265503,578.502136,103.559669,176.700760,55.541832,594.851013,550.022583,0,1-0ZHT,1-0Z20
102.439995,178.099991,53.200001,656.678101,585.885437,102.670357,176.120865,53.519547,643.812561,577.046814,0,1-0ZHT,1-0Z20
98.279999,183.039993,53.600002,639.739990,546.363159,98.453217,182.268631,52.825531,591.035828,516.321777,0,1-0ZHT,1-0Z20
125.579994,138.580002,54.400002,480.347870,429.099182,126.275734,138.485687,55.268414,437.156677,392.328247,0,1-0ZHT,1-0Z20
99.579994,178.879990,56.400002,627.144958,583.713867,97.522263,178.937515,57.037395,766.216431,641.587036,0,1-0ZHT,1-0Z20
96.459999,182.779999,56.400002,648.426208,578.502136,97.728195,181.549713,56.805016,653.668457,586.902710,0,1-0ZHT,1-0Z20
108.679993,173.159988,56.799999,597.177490,530.293640,109.126595,174.373688,56.056469,569.734375,488.343750,0,1-0ZHT,1-0Z20
104.000000,178.360001,56.799999,658.849670,598.914734,102.249474,179.333511,56.950958,557.970886,534.443909,0,1-0ZHT,1-0Z20
101.919998,179.659988,61.200001,657.112427,588.925598,102.744965,180.883850,60.651085,617.424194,550.658447,0,1-0ZHT,1-0Z20
99.320000,182.779999,61.200001,581.108032,538.545532,100.104019,179.642914,63.037609,630.141479,538.894958,0,1-0ZHT,1-0Z20
112.839996,175.239990,61.600002,583.713867,485.993896,112.564621,176.388168,60.920235,522.998352,436.838745,0,1-0ZHT,1-0Z20
101.399994,181.219986,61.600002,657.546753,595.005981,102.128197,182.730621,61.189472,676.559570,576.093018,0,1-0ZHT,1-0Z20
112.319992,176.539993,64.400002,497.720306,447.340240,112.436340,180.123352,63.978390,533.808044,444.787048,0,1-0ZHT,1-0Z20
120.639999,181.479996,64.400002,512.052551,430.184967,120.715347,182.598755,63.544380,460.047791,390.420654,0,1-0ZHT,1-0Z20
126.099998,183.039993,64.400002,447.774536,414.984070,123.317696,182.672882,63.086246,429.844238,384.062012,0,1-0ZHT,1-0Z20
112.319992,178.619995,64.800003,591.097168,472.964600,112.513496,178.060211,63.438499,463.227112,409.178650,0,1-0ZHT,1-0Z20
109.979996,180.179993,67.599998,558.958130,505.972229,110.566963,181.319901,68.112411,557.335022,481.349243,0,1-0ZHT,1-0Z20
102.439995,180.439987,67.599998,647.557556,577.633545,102.767456,182.032272,67.142761,625.054565,521.408691,0,1-0ZHT,1-0Z20
104.779999,182.259995,68.400002,621.064575,555.483643,105.259079,183.625900,67.590195,543.981873,491.841003,0,1-0ZHT,1-0Z20
113.099998,181.479996,70.400002,624.539062,519.435852,113.336647,182.839432,69.350281,698.178955,516.321777,0,1-0ZHT,1-0Z20
101.919998,181.739990,70.400002,655.809448,597.177490,102.920250,182.880997,70.002464,581.179932,522.044556,0,1-0ZHT,1-0Z20
112.839996,182.779999,75.200005,519.435852,465.146973,112.606102,184.621277,75.100006,526.177673,436.520813,0,1-0ZHT,1-0Z20
114.139999,177.839996,75.599998,507.275146,466.449921,114.566109,179.412582,76.311226,472.765076,433.341492,0,1-0ZHT,1-0Z20
116.739998,181.479996,75.599998,505.103577,449.511780,117.458054,182.821609,76.468712,462.591248,419.988342,0,1-0ZHT,1-0Z20
132.080002,171.599991,16.000000,378.284790,343.539917,131.241348,172.307983,14.891310,344.002563,313.322113,0,1-0ZHT,1-0Z20
130.000000,176.279999,16.000000,370.901520,336.808105,127.585854,175.806763,14.007929,359.263306,310.937622,0,1-0ZHT,1-0Z20
138.580002,169.519989,17.600000,384.799469,346.362946,135.477020,169.231155,16.590872,348.771545,311.096588,0,1-0ZHT,1-0Z20
130.259995,172.639999,17.600000,424.104614,355.917786,130.451187,173.937286,19.028339,384.379944,347.817749,0,1-0ZHT,1-0Z20
141.699997,167.959991,18.800001,368.729980,332.899323,142.697830,170.259521,19.694935,389.784790,323.654907,0,1-0ZHT,1-0Z20
144.299988,171.339996,20.800001,415.635559,359.609436,144.100708,171.446899,19.740353,334.782532,314.593842,0,1-0ZHT,1-0Z20
132.860001,173.419998,20.800001,350.271759,334.202240,131.839539,174.528000,20.237455,443.833252,365.304016,0,1-0ZHT,1-0Z20
129.479996,173.939987,20.800001,374.810303,334.202240,127.870392,174.121735,19.503138,371.026794,332.557007,0,1-0ZHT,1-0Z20
131.819992,170.559998,21.600000,368.512817,348.751648,129.446625,171.129807,19.266792,361.806763,324.926636,0,1-0ZHT,1-0Z20
133.899994,174.459991,22.000000,407.817932,363.301086,135.410858,173.430466,20.480366,478.169922,355.766052,0,1-0ZHT,1-0Z20
137.279999,173.939987,22.400000,386.536713,355.483490,137.860870,176.669632,23.845072,483.574768,412.993835,0,1-0ZHT,1-0Z20
126.879997,167.439987,23.200001,463.409729,386.536713,126.667389,165.240036,20.946796,365.621948,334.146667,0,1-0ZHT,1-0Z20
129.739990,171.339996,23.200001,409.120880,355.266327,127.952042,171.408920,20.924961,406.317261,332.874939,0,1-0ZHT,1-0Z20
126.879997,175.239990,23.200001,366.992737,337.242432,124.484894,175.338821,25.278664,404.727600,349.089478,0,1-0ZHT,1-0Z20
137.019989,172.379990,23.600000,408.252258,367.644196,135.609756,171.983994,22.384508,376.431641,335.736328,0,1-0ZHT,1-0Z20
129.479996,170.299988,26.000000,405.429230,371.987305,130.694611,170.773880,27.233286,426.982849,380.882690,0,1-0ZHT,1-0Z20
154.439987,159.899994,40.000000,493.377197,420.412964,153.339493,159.203873,39.558456,448.284302,390.102722,0,1-0ZHT,1-0Z20
157.819992,157.299988,40.400002,472.530273,417.807098,156.747986,156.011276,40.067074,454.325012,385.651672,0,1-0ZHT,1-0Z20
135.979996,152.619995,40.799999,481.650818,426.276154,135.347519,152.833633,39.965382,472.447144,396.779297,0,1-0ZHT,1-0Z20
153.659988,163.799988,41.200001,525.081909,457.329407,153.142090,162.813019,40.604912,481.031311,431.751831,0,1-0ZHT,1-0Z20
143.779999,146.899994,41.600002,473.398895,418.241394,143.502747,146.860092,40.978043,434.931152,388.513062,0,1-0ZHT,1-0Z20
141.959991,154.959991,41.600002,479.044922,434.310913,140.170425,154.237411,40.344604,495.656189,404.091736,0,1-0ZHT,1-0Z20
148.720001,159.639999,41.600002,441.477051,398.914581,148.016525,159.640381,43.724358,417.444885,386.287537,0,1-0ZHT,1-0Z20
157.559998,169.519989,41.600002,602.823547,557.655212,155.224350,171.028290,44.308949,577.682678,508.055542,0,1-0ZHT,1-0Z20
155.739990,172.379990,41.600002,698.806274,591.531494,156.524536,171.545990,42.708347,593.261353,530.628723,0,1-0ZHT,1-0Z20
152.360001,144.299988,42.000000,462.541138,412.378204,152.398499,143.091965,43.322533,493.748596,408.224854,0,1-0ZHT,1-0Z20
153.659988,149.239990,42.000000,469.055786,420.630127,155.299988,150.871246,40.562145,543.346008,432.705627,0,1-0ZHT,1-0Z20
145.080002,152.879990,42.000000,452.551971,406.297852,144.223740,152.242447,41.719391,415.219360,368.801270,0,1-0ZHT,1-0Z20
144.559998,156.259995,42.000000,477.742004,414.332611,143.626541,155.309036,39.531376,435.249084,385.333740,0,1-0ZHT,1-0Z20
148.979996,163.279999,42.400002,454.289215,408.686584,147.956421,162.611755,42.319199,460.683655,389.784790,0,1-0ZHT,1-0Z20
157.819992,166.919998,42.400002,514.658447,486.862549,155.875183,166.601242,43.197350,502.332764,472.129211,0,1-0ZHT,1-0Z20
143.779999,163.019989,42.799999,476.004761,423.453125,144.684708,163.893768,42.883385,473.400940,437.156677,0,1-0ZHT,1-0Z20
157.819992,164.579987,42.799999,513.789795,451.683350,156.902298,163.419449,42.560490,530.946655,441.289795,0,1-0ZHT,1-0Z20
135.979996,150.279999,43.200001,476.004761,431.705048,138.750992,149.017868,42.036701,423.485596,389.148926,0,1-0ZHT,1-0Z20
155.220001,157.559998,43.200001,447.340240,401.737610,154.279388,156.838898,42.586899,532.536316,419.034546,0,1-0ZHT,1-0Z20
154.179993,167.959991,43.200001,621.933228,544.625854,153.299408,167.408844,42.109444,554.155701,504.240356,0,1-0ZHT,1-0Z20
140.659988,143.259995,43.600002,531.162231,442.997131,140.353760,142.510910,43.571198,510.916931,400.276550,0,1-0ZHT,1-0Z20
139.360001,152.619995,43.600002,486.428223,413.898315,138.488953,151.851318,43.033165,447.966370,392.010315,0,1-0ZHT,1-0Z20
131.299988,153.399994,43.600002,469.924408,394.137146,130.998566,152.721634,43.269623,479.759583,369.119202,0,1-0ZHT,1-0Z20
153.139999,161.459991,43.600002,471.227356,411.509583,152.028275,163.687714,44.699532,495.338257,429.844238,0,1-0ZHT,1-0Z20
151.839996,168.220001,43.600002,543.757263,495.114441,152.359467,165.377075,42.397884,532.218384,485.482361,0,1-0ZHT,1-0Z20
149.500000,168.479996,44.000000,585.451111,513.789795,149.674942,166.742935,44.958614,522.998352,467.678162,0,1-0ZHT,1-0Z20
167.179993,171.079987,44.000000,600.217651,516.829956,166.341187,169.862656,43.966381,653.032593,527.131470,0,1-0ZHT,1-0Z20
130.779999,172.899994,44.000000,534.202393,462.541138,129.501541,173.017151,42.648575,531.582520,466.088501,0,1-0ZHT,1-0Z20
152.360001,146.379990,44.400002,459.066650,414.766907,151.879929,146.258087,43.545223,491.841003,404.091736,0,1-0ZHT,1-0Z20
150.539993,148.720001,44.400002,509.012390,423.235992,150.970566,147.582306,44.456871,583.723389,446.376709,0,1-0ZHT,1-0Z20
137.799988,151.059998,44.400002,461.238190,416.938477,139.391312,150.865189,40.941158,435.884949,400.594482,0,1-0ZHT,1-0Z20
147.939987,152.619995,44.400002,469.055786,395.657227,147.398727,151.803772,44.421494,414.583496,358.309509,0,1-0ZHT,1-0Z20
145.599991,161.979996,44.400002,590.662842,423.670288,145.296448,161.423828,43.907703,582.769592,425.075256,0,1-0ZHT,1-0Z20
151.059998,137.539993,44.799999,432.139343,398.697418,150.638870,137.482407,43.392853,453.689148,411.722107,0,1-0ZHT,1-0Z20
141.699997,141.179993,44.799999,436.916779,411.509583,143.160507,138.637802,43.246967,470.539551,428.890442,0,1-0ZHT,1-0Z20
142.220001,144.819992,44.799999,475.570435,424.104614,142.089813,144.426392,44.058029,475.626465,402.502075,0,1-0ZHT,1-0Z20
135.720001,173.939987,44.799999,620.630310,551.140564,134.799423,173.861588,42.979313,631.731140,552.566040,0,1-0ZHT,1-0Z20
157.299988,144.299988,45.200001,508.578064,426.059021,157.206848,143.899094,44.865452,464.498840,401.230347,0,1-0ZHT,1-0Z20
132.339996,167.439987,45.200001,565.907104,520.304443,131.406433,167.006241,44.208817,585.948914,529.992859,0,1-0ZHT,1-0Z20
162.500000,167.699997,45.200001,619.761658,506.840820,161.396011,166.569366,44.667542,532.854248,460.047791,0,1-0ZHT,1-0Z20
154.699997,166.659988,45.600002,622.367554,535.071045,153.965729,164.468307,46.309158,473.718872,430.480103,0,1-0ZHT,1-0Z20
127.659996,171.860001,46.000000,526.819153,464.712677,127.011909,170.462265,44.944202,473.400940,432.705627,0,1-0ZHT,1-0Z20
164.839996,168.739990,46.400002,539.848450,499.023254,163.541885,165.876984,48.580318,623.464905,491.523071,0,1-0ZHT,1-0Z20
142.479996,180.959991,46.400002,797.829163,727.470764,143.700180,182.251099,47.334297,705.173462,610.747620,0,1-0ZHT,1-0Z20
160.419998,172.639999,46.799999,587.622681,525.516235,159.752136,171.597931,45.842785,530.310791,467.360229,0,1-0ZHT,1-0Z20
164.579987,173.419998,46.799999,618.893066,553.746399,163.723801,172.315796,45.795750,522.998352,475.626465,0,1-0ZHT,1-0Z20
142.220001,161.979996,47.200001,506.840820,458.632324,141.686523,161.354568,45.593178,518.865234,451.463623,0,1-0ZHT,1-0Z20
136.500000,147.419998,47.600002,528.122070,448.208862,136.435684,147.570297,47.208694,461.001587,402.502075,0,1-0ZHT,1-0Z20
146.639999,165.619995,47.600002,554.180725,477.307678,145.914200,164.863678,46.527447,524.905945,462.273315,0,1-0ZHT,1-0Z20
133.379990,166.399994,47.600002,689.251404,595.874573,132.715591,166.224594,46.531639,708.988647,569.098511,0,1-0ZHT,1-0Z20
153.399994,167.959991,47.600002,595.874573,501.194794,152.876511,167.185989,46.114674,549.704651,475.944397,0,1-0ZHT,1-0Z20
133.639999,170.559998,47.600002,548.968994,506.406525,131.741089,169.897018,47.600830,526.177673,468.314026,0,1-0ZHT,1-0Z20
132.339996,182.519989,47.600002,483.388062,430.619263,131.691528,182.525269,46.435928,417.126953,383.426147,0,1-0ZHT,1-0Z20
149.500000,145.860001,48.000000,479.913574,429.750641,149.092163,145.681427,47.984348,454.960876,406.953125,0,1-0ZHT,1-0Z20
141.959991,147.419998,48.000000,468.621460,409.772339,141.122314,147.760742,46.307579,419.034546,378.021301,0,1-0ZHT,1-0Z20
151.059998,170.299988,48.400002,654.506531,592.834412,150.715057,169.132812,47.097542,599.937927,530.310791,0,1-0ZHT,1-0Z20
156.779999,152.099991,48.799999,500.760498,426.059021,156.344070,151.338623,48.187202,408.224854,377.703369,0,1-0ZHT,1-0Z20
141.179993,161.199997,48.799999,548.534668,474.701843,140.892365,160.509613,47.560963,487.707886,436.202881,0,1-0ZHT,1-0Z20
138.319992,171.860001,48.799999,674.050537,583.713867,137.602646,171.528000,47.168385,631.413208,566.555054,0,1-0ZHT,1-0Z20
155.739990,174.720001,48.799999,877.308044,657.546753,155.268921,173.708115,47.292870,678.467163,552.566040,0,1-0ZHT,1-0Z20
154.699997,163.799988,49.200001,532.465210,472.964600,157.512512,165.924545,47.524292,457.504333,418.080750,0,1-0ZHT,1-0Z20
164.059998,167.439987,49.200001,670.141724,558.523804,163.200668,167.338058,50.690491,539.848755,481.349243,0,1-0ZHT,1-0Z20
139.099991,169.259995,49.200001,609.338196,552.443481,138.741959,168.989380,48.576553,563.057800,517.593506,0,1-0ZHT,1-0Z20
126.879997,170.299988,49.200001,530.293640,468.621460,126.613060,170.809555,48.184746,472.447144,434.931152,0,1-0ZHT,1-0Z20
131.819992,170.819992,49.200001,608.469604,494.680115,130.819687,170.936157,48.894821,455.914673,430.480103,0,1-0ZHT,1-0Z20
154.179993,161.979996,49.600002,565.038513,466.884216,154.152588,162.736755,48.595646,517.593506,432.705627,0,1-0ZHT,1-0Z20
168.220001,169.000000,49.600002,679.262268,583.279541,168.836761,169.533783,49.899944,548.432922,495.656189,0,1-0ZHT,1-0Z20
161.199997,170.559998,49.600002,581.976624,515.961365,162.468674,171.353989,50.172737,528.085266,467.360229,0,1-0ZHT,1-0Z20
153.399994,172.639999,49.600002,682.302429,581.108032,152.772278,171.491318,48.408138,581.179932,514.732117,0,1-0ZHT,1-0Z20
136.759995,148.979996,50.000000,471.227356,411.075287,136.643600,149.221252,49.719379,412.040039,362.760559,0,1-0ZHT,1-0Z20
157.559998,163.019989,50.000000,519.870178,447.774536,157.258469,162.172043,49.286049,502.014832,412.040039,0,1-0ZHT,1-0Z20
162.500000,173.159988,50.000000,586.319702,531.162231,159.887878,171.538437,50.647533,516.003845,450.827759,0,1-0ZHT,1-0Z20
151.839996,161.199997,50.400002,469.055786,410.423828,151.452042,161.343277,49.369476,452.417419,394.553772,0,1-0ZHT,1-0Z20
