 ,Area,Mean,StdDev,Mode,Min,Max,X,Y,BX,BY,Width,Height,Slice
1,0.000,134,0,134,134,134,92.907,188.067,92.560,187.720,0.520,0.520,97
2,0.000,162,0,162,162,162,93.600,254.280,93.600,254.280,0.520,0.520,97
3,0.000,126,0,126,126,126,93.253,185.987,93.080,185.640,0.520,0.520,104
4,0.000,144,0,144,144,144,92.213,256.013,92.040,255.840,0.520,0.520,104
5,0.000,123,0,123,123,123,93.600,181.827,93.600,181.480,0.520,0.520,117
6,0.000,121,0,121,121,121,94.987,260.867,94.640,260.520,0.520,0.520,117
7,0.000,135,0,135,135,135,96.720,180.093,96.720,179.920,0.520,0.520,135
8,0.000,140,0,140,140,140,100.533,276.467,100.360,276.120,0.520,0.520,135
9,0.000,141,0,141,141,141,97.413,179.053,97.240,178.880,0.520,0.520,144
10,0.000,130,0,130,130,130,101.227,279.240,100.880,279.240,0.520,0.520,144
11,0.000,141,0,141,141,141,98.453,180.093,98.280,179.920,0.520,0.520,154
12,0.000,138,0,138,138,138,99.147,282.013,98.800,281.840,0.520,0.520,154
13,0.000,136,0,136,136,136,106.080,182.520,106.080,182.520,0.520,0.520,164
14,0.000,149,0,149,149,149,103.307,286.520,102.960,286.520,0.520,0.520,164
15,0.000,146,0,146,146,146,105.387,187.373,105.040,187.200,0.520,0.520,181
16,0.000,144,0,144,144,144,98.800,181.133,98.800,180.960,0.520,0.520,151
17,0.000,141,0,141,141,141,102.613,282.360,102.440,282.360,0.520,0.520,151
18,0.000,167,0,167,167,167,107.467,293.800,107.120,293.800,0.520,0.520,176
19,0.000,142,0,142,142,142,113.707,193.267,113.360,192.920,0.520,0.520,176
20,0.000,126,0,126,126,126,98.453,276.120,98.280,276.120,0.520,0.520,149
21,0.000,147,0,147,147,147,100.880,192.227,100.880,191.880,0.520,0.520,149
