 ,Area,Mean,Min,Max,X,Y,Slice
1,0.000,276,276,276,120.120,309.400,198
2,0.000,129,129,129,99.840,199.160,198
3,0.000,190,190,190,119.080,303.680,185
4,0.000,125,125,125,98.280,201.760,185
5,0.000,202,202,202,118.040,301.080,178
6,0.000,119,119,119,95.680,202.800,178
7,0.000,409,409,409,111.280,296.920,167
8,0.000,134,134,134,96.200,208.520,167
9,0.000,272,272,272,108.680,291.720,156
10,0.000,121,121,121,97.760,202.800,156
11,0.000,260,260,260,104.000,283.400,146
12,0.000,124,124,124,91.520,188.240,146
13,0.000,158,158,158,103.480,274.040,135
14,0.000,135,135,135,91.520,187.720,135
15,0.000,168,168,168,99.320,265.720,121
16,0.000,159,159,159,88.920,186.160,121
17,0.000,142,142,142,105.560,275.600,137
18,0.000,140,140,140,91.520,188.240,137
19,0.000,140,140,140,105.560,277.680,147
20,0.000,134,134,134,91.520,184.080,147
21,0.000,182,182,182,109.720,291.720,159
22,0.000,117,117,117,93.600,188.760,159
23,0.000,132,132,132,113.360,290.160,169
24,0.000,125,125,125,91.520,182.520,169
25,0.000,143,143,143,117.520,297.440,183
26,0.000,147,147,147,96.200,188.240,183
27,0.000,157,157,157,117.000,302.120,191
28,0.000,144,144,144,98.280,192.920,191
29,0.000,187,187,187,119.600,302.120,199
30,0.000,149,149,149,97.760,192.920,199
