 ,Area,Mean,StdDev,Mode,Min,Max,X,Y,BX,BY,Width,Height,Slice
1,0.000,209,0,209,209,209,82.853,239.893,82.680,239.720,0.520,0.520,139
2,0.000,127,0,127,127,127,81.813,148.720,81.640,148.720,0.520,0.520,139
3,0.000,133,0,133,133,133,80.427,146.640,80.080,146.640,0.520,0.520,134
4,0.000,172,0,172,172,172,82.507,236.427,82.160,236.080,0.520,0.520,134
5,0.000,154,0,154,154,154,80.080,232.613,80.080,232.440,0.520,0.520,129
6,0.000,125,0,125,125,125,79.733,150.800,79.560,150.800,0.520,0.520,129
7,0.000,117,0,117,117,117,76.960,142.480,76.960,142.480,0.520,0.520,112
8,0.000,169,0,169,169,169,75.920,223.947,75.920,223.600,0.520,0.520,112
9,0.000,137,0,137,137,137,82.507,154.267,82.160,153.920,0.520,0.520,145
10,0.000,175,0,175,175,175,84.240,241.973,84.240,241.800,0.520,0.520,145
11,0.000,129,0,129,129,129,83.200,154.960,83.200,154.960,0.520,0.520,152
12,0.000,159,0,159,159,159,84.240,244.747,84.240,244.400,0.520,0.520,152
13,0.000,122,0,122,122,122,86.667,158.773,86.320,158.600,0.520,0.520,158
14,0.000,159,0,159,159,159,87.360,249.947,87.360,249.600,0.520,0.520,158
15,0.000,130,0,130,130,130,87.013,162.587,86.840,162.240,0.520,0.520,165
16,0.000,149,0,149,149,149,88.053,250.293,87.880,250.120,0.520,0.520,165
17,0.000,134,0,134,134,134,87.707,168.133,87.360,167.960,0.520,0.520,172
18,0.000,154,0,154,154,154,88.747,253.067,88.400,252.720,0.520,0.520,172
19,0.000,135,0,135,135,135,90.133,170.213,89.960,170.040,0.520,0.520,178
20,0.000,149,0,149,149,149,89.787,255.493,89.440,255.320,0.520,0.520,178
21,0.000,127,0,127,127,127,92.560,176.800,92.560,176.800,0.520,0.520,185
22,0.000,138,0,138,138,138,91.520,259.307,91.520,258.960,0.520,0.520,185
23,0.000,127,0,127,127,127,93.253,179.227,93.080,178.880,0.520,0.520,192
24,0.000,155,0,155,155,155,92.213,261.387,92.040,261.040,0.520,0.520,192
25,0.000,135,0,135,135,135,92.560,182.693,92.560,182.520,0.520,0.520,196
26,0.000,157,0,157,157,157,92.907,262.773,92.560,262.600,0.520,0.520,196
27,0.000,153,0,153,153,153,95.333,187.200,95.160,187.200,0.520,0.520,203
28,0.000,140,0,140,140,140,94.293,263.813,94.120,263.640,0.520,0.520,203
29,0.000,126,0,126,126,126,96.027,186.160,95.680,186.160,0.520,0.520,209
30,0.000,141,0,141,141,141,93.600,265.893,93.600,265.720,0.520,0.520,209
31,0.000,138,0,138,138,138,98.107,187.200,97.760,187.200,0.520,0.520,215
32,0.000,150,0,150,150,150,95.680,270.053,95.680,269.880,0.520,0.520,215
33,0.000,120,0,120,120,120,98.800,188.933,98.800,188.760,0.520,0.520,221
34,0.000,149,0,149,149,149,97.413,272.480,97.240,272.480,0.520,0.520,221
35,0.000,125,0,125,125,125,98.107,187.547,97.760,187.200,0.520,0.520,227
36,0.000,141,0,141,141,141,97.067,276.987,96.720,276.640,0.520,0.520,227
37,0.000,125,0,125,125,125,99.840,194.827,99.840,194.480,0.520,0.520,234
38,0.000,138,0,138,138,138,95.680,278.373,95.680,278.200,0.520,0.520,234
39,0.000,125,0,125,125,125,100.880,197.253,100.880,197.080,0.520,0.520,240
40,0.000,136,0,136,136,136,97.067,277.680,96.720,277.680,0.520,0.520,240
41,0.000,122,0,122,122,122,100.533,187.200,100.360,187.200,0.520,0.520,231
42,0.000,149,0,149,149,149,97.760,272.827,97.760,272.480,0.520,0.520,231
43,0.000,126,0,126,126,126,97.067,187.200,96.720,187.200,0.520,0.520,214
44,0.000,159,0,159,159,159,96.027,269.360,95.680,269.360,0.520,0.520,214
45,0.000,130,0,130,130,130,94.987,190.320,94.640,190.320,0.520,0.520,199
46,0.000,151,0,151,151,151,93.947,263.813,93.600,263.640,0.520,0.520,199
47,0.000,119,0,119,119,119,92.907,188.933,92.560,188.760,0.520,0.520,189
48,0.000,152,0,152,152,152,91.173,258.960,91.000,258.960,0.520,0.520,189
49,0.000,118,0,118,118,118,89.093,189.280,88.920,189.280,0.520,0.520,168
50,0.000,144,0,144,144,144,89.093,251.680,88.920,251.680,0.520,0.520,168
51,0.000,119,0,119,119,119,85.973,184.773,85.800,184.600,0.520,0.520,153
52,0.000,160,0,160,160,160,85.280,244.747,85.280,244.400,0.520,0.520,153
53,0.000,125,0,125,125,125,81.120,179.227,81.120,178.880,0.520,0.520,133
54,0.000,158,0,158,158,158,81.813,234.693,81.640,234.520,0.520,0.520,133
