 ,Area,Mean,Min,Max,X,Y,Slice
1,0.000,163,163,163,85.281,217.363,134
2,0.000,116,116,116,83.721,152.882,134
3,0.000,164,164,164,84.761,222.563,144
4,0.000,121,121,121,86.841,150.802,144
5,0.000,435,435,435,86.321,232.963,151
6,0.000,117,117,117,87.881,152.882,151
7,0.000,131,131,131,87.361,226.723,158
8,0.000,119,119,119,89.441,156.002,158
9,0.000,147,147,147,87.361,232.963,164
10,0.000,117,117,117,91.521,159.122,164
11,0.000,140,140,140,88.401,235.043,171
12,0.000,117,117,117,91.521,154.962,171
13,0.000,138,138,138,93.081,238.163,178
14,0.000,119,119,119,93.601,152.362,178
15,0.000,140,140,140,91.521,241.803,185
16,0.000,113,113,113,96.201,151.322,185
17,0.000,165,165,165,93.601,247.523,192
18,0.000,114,114,114,97.241,142.482,192
19,0.000,142,142,142,93.081,248.043,199
20,0.000,118,118,118,95.161,149.242,199
21,0.000,152,152,152,96.721,256.364,207
22,0.000,120,120,120,98.801,153.922,207
23,0.000,134,134,134,99.321,256.884,216
24,0.000,119,119,119,99.841,153.922,216
25,0.000,131,131,131,100.881,261.564,225
26,0.000,121,121,121,98.281,170.042,225
27,0.000,137,137,137,100.881,263.644,235
28,0.000,120,120,120,101.401,185.643,235
29,0.000,144,144,144,105.041,271.444,251
30,0.000,118,118,118,105.041,179.923,251
31,0.000,160,160,160,99.841,264.164,222
32,0.000,120,120,120,99.321,163.282,222
33,0.000,129,129,129,100.881,261.564,228
34,0.000,121,121,121,99.841,182.003,228
35,0.000,131,131,131,96.721,250.124,201
36,0.000,115,115,115,96.721,164.322,201
37,0.000,122,122,122,95.681,245.443,196
38,0.000,113,113,113,96.201,168.482,196
39,0.000,136,136,136,94.641,244.403,190
40,0.000,116,116,116,94.121,160.682,190
41,0.000,121,121,121,94.641,237.643,184
42,0.000,112,112,112,93.601,164.322,184
43,0.000,137,137,137,90.481,237.123,174
44,0.000,116,116,116,92.561,166.402,174
45,0.000,158,158,158,88.921,235.043,165
46,0.000,117,117,117,90.481,165.882,165
47,0.000,124,124,124,87.361,223.083,156
48,0.000,115,115,115,88.401,164.842,156
49,0.000,136,136,136,87.361,215.803,148
50,0.000,117,117,117,86.841,168.482,148
51,0.000,139,139,139,86.321,224.643,152
52,0.000,117,117,117,90.481,157.562,152
