 ,Area,Mean,StdDev,Mode,Min,Max,X,Y,BX,BY,Width,Height,Slice
1,0.000,179,0,179,179,179,65.867,251.507,65.520,251.160,0.520,0.520,111
2,0.000,142,0,142,142,142,62.747,178.707,62.400,178.360,0.520,0.520,111
3,0.000,141,0,141,141,141,68.293,254.627,68.120,254.280,0.520,0.520,117
4,0.000,234,0,234,234,234,64.827,186.333,64.480,186.160,0.520,0.520,117
5,0.000,161,0,161,161,161,66.560,254.280,66.560,254.280,0.520,0.520,123
6,0.000,181,0,181,181,181,65.173,187.027,65.000,186.680,0.520,0.520,123
7,0.000,145,0,145,145,145,68.640,258.093,68.640,257.920,0.520,0.520,129
8,0.000,126,0,126,126,126,67.600,197.773,67.600,197.600,0.520,0.520,129
9,0.000,130,0,130,130,130,71.413,260.520,71.240,260.520,0.520,0.520,135
10,0.000,156,0,156,156,156,68.293,203.320,68.120,203.320,0.520,0.520,135
11,0.000,133,0,133,133,133,70.027,260.867,69.680,260.520,0.520,0.520,141
12,0.000,135,0,135,135,135,67.253,200.200,67.080,200.200,0.520,0.520,141
13,0.000,164,0,164,164,164,68.640,264.333,68.640,264.160,0.520,0.520,146
14,0.000,132,0,132,132,132,68.293,188.760,68.120,188.760,0.520,0.520,146
15,0.000,155,0,155,155,155,72.107,266.760,71.760,266.760,0.520,0.520,152
16,0.000,131,0,131,131,131,69.680,184.947,69.680,184.600,0.520,0.520,152
17,0.000,136,0,136,136,136,72.453,267.800,72.280,267.800,0.520,0.520,158
18,0.000,161,0,161,161,161,70.373,188.067,70.200,187.720,0.520,0.520,158
19,0.000,159,0,159,159,159,74.187,273.693,73.840,273.520,0.520,0.520,164
20,0.000,131,0,131,131,131,72.800,193.267,72.800,192.920,0.520,0.520,164
21,0.000,142,0,142,142,142,74.187,279.240,73.840,279.240,0.520,0.520,170
22,0.000,144,0,144,144,144,73.493,200.200,73.320,200.200,0.520,0.520,170
23,0.000,145,0,145,145,145,75.227,281.667,74.880,281.320,0.520,0.520,176
24,0.000,134,0,134,134,134,74.880,204.360,74.880,204.360,0.520,0.520,176
25,0.000,153,0,153,153,153,75.227,284.440,74.880,284.440,0.520,0.520,183
26,0.000,132,0,132,132,132,76.613,201.933,76.440,201.760,0.520,0.520,183
27,0.000,154,0,154,154,154,76.267,285.133,75.920,284.960,0.520,0.520,190
28,0.000,131,0,131,131,131,78.347,207.480,78.000,207.480,0.520,0.520,190
29,0.000,153,0,153,153,153,78.000,284.440,78.000,284.440,0.520,0.520,197
30,0.000,141,0,141,141,141,79.387,201.240,79.040,201.240,0.520,0.520,197
31,0.000,137,0,137,137,137,80.080,287.907,80.080,287.560,0.520,0.520,204
32,0.000,151,0,151,151,151,80.427,208.173,80.080,208.000,0.520,0.520,204
33,0.000,134,0,134,134,134,80.773,292.413,80.600,292.240,0.520,0.520,210
34,0.000,137,0,137,137,137,82.160,208.867,82.160,208.520,0.520,0.520,210
35,0.000,131,0,131,131,131,81.120,293.800,81.120,293.800,0.520,0.520,216
36,0.000,126,0,126,126,126,85.627,211.293,85.280,211.120,0.520,0.520,216
37,0.000,141,0,141,141,141,83.547,293.107,83.200,292.760,0.520,0.520,223
38,0.000,134,0,134,134,134,84.933,213.720,84.760,213.720,0.520,0.520,223
39,0.000,140,0,140,140,140,75.227,281.667,74.880,281.320,0.520,0.520,187
40,0.000,145,0,145,145,145,80.080,215.453,80.080,215.280,0.520,0.520,187
41,0.000,136,0,136,136,136,76.267,282.013,75.920,281.840,0.520,0.520,182
42,0.000,135,0,135,135,135,81.120,214.067,81.120,213.720,0.520,0.520,182
43,0.000,148,0,148,148,148,74.533,274.040,74.360,274.040,0.520,0.520,166
44,0.000,120,0,120,120,120,74.187,204.360,73.840,204.360,0.520,0.520,166
