 ,Area,Mean,Min,Max,X,Y,Slice
1,0.000,163,163,163,92.907,262.947,108
2,0.000,141,141,141,89.440,185.640,108
3,0.000,151,151,151,95.333,271.613,119
4,0.000,137,137,137,92.213,183.907,119
5,0.000,176,176,176,97.413,274.733,122
6,0.000,133,133,133,91.520,187.373,122
7,0.000,157,157,157,97.067,275.080,125
8,0.000,138,138,138,94.640,190.493,125
9,0.000,132,132,132,98.800,278.200,131
10,0.000,130,130,130,94.987,187.373,131
11,0.000,146,146,146,98.800,282.707,141
12,0.000,131,131,131,96.373,180.093,141
13,0.000,138,138,138,99.840,172.120,152
14,0.000,147,147,147,101.227,286.520,152
15,0.000,127,127,127,102.267,172.813,170
16,0.000,195,195,195,113.013,293.800,170
17,0.000,135,135,135,98.453,182.867,137
18,0.000,144,144,144,101.920,278.547,137
19,0.000,137,137,137,98.800,179.053,145
20,0.000,149,149,149,102.960,283.053,145
21,0.000,131,131,131,101.920,170.733,160
22,0.000,172,172,172,101.920,288.600,160
23,0.000,128,128,128,103.653,165.533,172
24,0.000,191,191,191,106.427,293.800,172
25,0.000,154,154,154,110.587,296.920,181
26,0.000,142,142,142,107.467,171.080,181
27,0.000,172,172,172,106.427,170.387,200
28,0.000,152,152,152,123.067,305.934,200
