 ,Area,Mean,Min,Max,X,Y,Slice
1,0.000,114,114,114,221.523,177.062,187
2,0.000,115,115,115,218.403,248.043,187
3,0.000,111,111,111,228.543,177.062,201
4,0.000,126,126,126,221.523,262.864,201
5,0.000,115,115,115,230.103,173.162,215
6,0.000,112,112,112,220.743,266.764,215
7,0.000,103,103,103,228.543,173.942,229
8,0.000,116,116,116,225.423,273.784,229
9,0.000,116,116,116,234.783,180.183,244
10,0.000,120,120,120,232.443,283.924,244
11,0.000,118,118,118,236.343,173.162,264
12,0.000,124,124,124,234.003,293.284,264
13,0.000,99,99,99,241.803,181.743,283
14,0.000,111,111,111,240.243,299.524,283
15,0.000,114,114,114,242.583,177.842,299
16,0.000,112,112,112,242.583,304.984,299
17,0.000,104,104,104,248.823,174.722,313
18,0.000,111,111,111,250.384,305.764,313
19,0.000,108,108,108,250.384,169.262,330
20,0.000,112,112,112,251.944,309.664,330
21,0.000,106,106,106,241.023,161.462,279
22,0.000,120,120,120,237.123,297.964,279
23,0.000,115,115,115,234.003,163.022,260
24,0.000,151,151,151,233.223,295.624,260
25,0.000,107,107,107,237.123,169.262,270
26,0.000,130,130,130,238.683,299.524,270
27,0.000,111,111,111,235.563,163.022,252
28,0.000,126,126,126,233.223,285.484,252
29,0.000,115,115,115,230.883,162.242,242
30,0.000,116,116,116,230.883,284.704,242
31,0.000,124,124,124,230.103,160.682,221
32,0.000,115,115,115,224.643,273.784,221
33,0.000,110,110,110,226.203,167.702,210
34,0.000,113,113,113,221.523,263.644,210
35,0.000,111,111,111,225.423,165.362,192
36,0.000,110,110,110,216.063,254.284,192
37,0.000,108,108,108,229.323,166.142,219
38,0.000,151,151,151,226.983,276.124,219
39,0.000,107,107,107,230.883,161.462,238
40,0.000,117,117,117,231.663,285.484,238
41,0.000,106,106,106,234.783,156.782,249
42,0.000,125,125,125,231.663,283.144,249
43,0.000,118,118,118,235.563,156.782,256
44,0.000,114,114,114,237.123,293.284,256
45,0.000,110,110,110,239.463,160.682,274
46,0.000,131,131,131,237.903,298.744,274
47,0.000,124,124,124,244.143,164.582,287
48,0.000,123,123,123,237.903,303.424,287
49,0.000,115,115,115,244.143,158.342,298
50,0.000,129,129,129,241.803,307.324,298
51,0.000,118,118,118,247.263,155.222,309
52,0.000,130,130,130,245.703,311.224,309
