 ,Area,Mean,StdDev,Mode,Min,Max,X,Y,BX,BY,Width,Height,Slice
1,0.000,171,0,171,171,171,83.547,243.360,83.200,243.360,0.520,0.520,129
2,0.000,136,0,136,136,136,69.680,162.240,69.680,162.240,0.520,0.520,129
3,0.000,173,0,173,173,173,86.320,251.333,86.320,251.160,0.520,0.520,134
4,0.000,145,0,145,145,145,71.760,165.707,71.760,165.360,0.520,0.520,134
5,0.000,142,0,142,142,142,89.093,254.107,88.920,253.760,0.520,0.520,139
6,0.000,118,0,118,118,118,73.840,174.373,73.840,174.200,0.520,0.520,139
7,0.000,155,0,155,155,155,90.827,256.880,90.480,256.880,0.520,0.520,145
8,0.000,121,0,121,121,121,75.227,175.413,74.880,175.240,0.520,0.520,145
9,0.000,147,0,147,147,147,90.827,258.613,90.480,258.440,0.520,0.520,151
10,0.000,116,0,116,116,116,78.693,181.307,78.520,180.960,0.520,0.520,151
11,0.000,144,0,144,144,144,91.173,264.853,91.000,264.680,0.520,0.520,157
12,0.000,122,0,122,122,122,80.773,186.507,80.600,186.160,0.520,0.520,157
13,0.000,138,0,138,138,138,93.253,268.320,93.080,268.320,0.520,0.520,163
14,0.000,128,0,128,128,128,83.200,191.013,83.200,190.840,0.520,0.520,163
15,0.000,134,0,134,134,134,95.680,270.400,95.680,270.400,0.520,0.520,169
16,0.000,137,0,137,137,137,82.853,188.587,82.680,188.240,0.520,0.520,169
17,0.000,134,0,134,134,134,84.587,182.347,84.240,182.000,0.520,0.520,176
18,0.000,140,0,140,140,140,96.373,275.253,96.200,275.080,0.520,0.520,176
19,0.000,135,0,135,135,135,85.280,177.840,85.280,177.840,0.520,0.520,182
20,0.000,171,0,171,171,171,97.413,278.720,97.240,278.720,0.520,0.520,182
21,0.000,124,0,124,124,124,87.013,182.000,86.840,182.000,0.520,0.520,187
22,0.000,190,0,190,190,190,100.533,280.453,100.360,280.280,0.520,0.520,187
23,0.000,127,0,127,127,127,89.440,177.493,89.440,177.320,0.520,0.520,193
24,0.000,164,0,164,164,164,98.800,280.453,98.800,280.280,0.520,0.520,193
25,0.000,131,0,131,131,131,89.787,181.653,89.440,181.480,0.520,0.520,204
26,0.000,151,0,151,151,151,105.040,284.613,105.040,284.440,0.520,0.520,204
27,0.000,126,0,126,126,126,89.787,171.947,89.440,171.600,0.520,0.520,210
28,0.000,145,0,145,145,145,104.347,285.653,104.000,285.480,0.520,0.520,210
29,0.000,135,0,135,135,135,92.907,167.093,92.560,166.920,0.520,0.520,217
30,0.000,135,0,135,135,135,108.507,287.040,108.160,287.040,0.520,0.520,217
31,0.000,149,0,149,149,149,92.907,172.640,92.560,172.640,0.520,0.520,223
32,0.000,163,0,163,163,163,108.507,295.013,108.160,294.840,0.520,0.520,223
33,0.000,137,0,137,137,137,92.213,171.253,92.040,171.080,0.520,0.520,229
34,0.000,139,0,139,139,139,108.853,291.200,108.680,291.200,0.520,0.520,229
35,0.000,146,0,146,146,146,94.640,176.800,94.640,176.800,0.520,0.520,236
36,0.000,132,0,132,132,132,110.933,293.973,110.760,293.800,0.520,0.520,236
37,0.000,153,0,153,153,153,99.493,185.120,99.320,185.120,0.520,0.520,243
38,0.000,182,0,182,182,182,111.280,295.013,111.280,294.840,0.520,0.520,243
39,0.000,171,0,171,171,171,94.293,182.347,94.120,182.000,0.520,0.520,225
40,0.000,127,0,127,127,127,106.773,287.387,106.600,287.040,0.520,0.520,225
41,0.000,188,0,188,188,188,92.213,191.013,92.040,190.840,0.520,0.520,208
42,0.000,145,0,145,145,145,104.347,281.147,104.000,280.800,0.520,0.520,208
43,0.000,137,0,137,137,137,89.787,187.200,89.440,187.200,0.520,0.520,196
44,0.000,141,0,141,141,141,104.347,278.373,104.000,278.200,0.520,0.520,196
45,0.000,143,0,143,143,143,87.360,184.427,87.360,184.080,0.520,0.520,185
46,0.000,146,0,146,146,146,99.493,276.640,99.320,276.640,0.520,0.520,185
47,0.000,146,0,146,146,146,85.280,190.667,85.280,190.320,0.520,0.520,172
48,0.000,151,0,151,151,151,98.453,275.947,98.280,275.600,0.520,0.520,172
49,0.000,125,0,125,125,125,83.200,186.853,83.200,186.680,0.520,0.520,162
50,0.000,142,0,142,142,142,94.640,268.667,94.640,268.320,0.520,0.520,162
51,0.000,157,0,157,157,157,70.373,166.400,70.200,166.400,0.520,0.520,125
52,0.000,145,0,145,145,145,83.893,239.200,83.720,239.200,0.520,0.520,125
53,0.000,142,0,142,142,142,70.720,177.840,70.720,177.840,0.520,0.520,117
54,0.000,233,0,233,233,233,83.200,238.853,83.200,238.680,0.520,0.520,117
