 ,Area,Mean,StdDev,Mode,Min,Max,X,Y,BX,BY,Width,Height,Slice
1,0.000,112,0,112,112,112,89.787,115.787,89.440,115.440,0.520,0.520,153
2,0.000,154,0,154,154,154,83.200,243.013,83.200,242.840,0.520,0.520,153
3,0.000,117,0,117,117,117,88.400,127.227,88.400,126.880,0.520,0.520,159
4,0.000,137,0,137,137,137,85.627,246.480,85.280,246.480,0.520,0.520,159
5,0.000,123,0,123,123,123,89.787,135.200,89.440,135.200,0.520,0.520,165
6,0.000,139,0,139,139,139,85.973,249.600,85.800,249.600,0.520,0.520,165
7,0.000,146,0,146,146,146,87.013,254.107,86.840,253.760,0.520,0.520,172
8,0.000,123,0,123,123,123,89.787,152.533,89.440,152.360,0.520,0.520,172
9,0.000,142,0,142,142,142,89.093,255.493,88.920,255.320,0.520,0.520,178
10,0.000,120,0,120,120,120,91.520,145.253,91.520,145.080,0.520,0.520,178
11,0.000,147,0,147,147,147,90.827,255.840,90.480,255.840,0.520,0.520,185
12,0.000,127,0,127,127,127,91.867,150.800,91.520,150.800,0.520,0.520,185
13,0.000,135,0,135,135,135,93.947,261.733,93.600,261.560,0.520,0.520,192
14,0.000,127,0,127,127,127,92.907,153.573,92.560,153.400,0.520,0.520,192
15,0.000,131,0,131,131,131,94.293,264.507,94.120,264.160,0.520,0.520,199
16,0.000,121,0,121,121,121,94.640,153.573,94.640,153.400,0.520,0.520,199
17,0.000,144,0,144,144,144,94.640,267.973,94.640,267.800,0.520,0.520,206
18,0.000,136,0,136,136,136,92.560,161.547,92.560,161.200,0.520,0.520,206
19,0.000,135,0,135,135,135,97.067,266.933,96.720,266.760,0.520,0.520,212
20,0.000,129,0,129,129,129,91.520,168.480,91.520,168.480,0.520,0.520,212
21,0.000,154,0,154,154,154,97.413,272.827,97.240,272.480,0.520,0.520,218
22,0.000,122,0,122,122,122,95.680,165.013,95.680,164.840,0.520,0.520,218
23,0.000,138,0,138,138,138,99.147,272.827,98.800,272.480,0.520,0.520,225
24,0.000,118,0,118,118,118,96.373,165.360,96.200,165.360,0.520,0.520,225
25,0.000,140,0,140,140,140,100.187,272.827,99.840,272.480,0.520,0.520,232
26,0.000,127,0,127,127,127,97.067,168.133,96.720,167.960,0.520,0.520,232
27,0.000,144,0,144,144,144,96.373,268.320,96.200,268.320,0.520,0.520,204
28,0.000,121,0,121,121,121,92.213,164.667,92.040,164.320,0.520,0.520,204
29,0.000,127,0,127,127,127,89.787,252.720,89.440,252.720,0.520,0.520,175
30,0.000,123,0,123,123,123,93.253,154.960,93.080,154.960,0.520,0.520,175
31,0.000,140,0,140,140,140,87.707,249.600,87.360,249.600,0.520,0.520,166
32,0.000,121,0,121,121,121,90.133,147.333,89.960,147.160,0.520,0.520,166
33,0.000,138,0,138,138,138,86.667,245.787,86.320,245.440,0.520,0.520,157
34,0.000,120,0,120,120,120,88.747,149.760,88.400,149.760,0.520,0.520,157
35,0.000,165,0,165,165,165,85.973,240.933,85.800,240.760,0.520,0.520,141
36,0.000,119,0,119,119,119,87.013,150.453,86.840,150.280,0.520,0.520,141
37,0.000,137,0,137,137,137,84.587,232.267,84.240,231.920,0.520,0.520,123
38,0.000,124,0,124,124,124,85.627,154.960,85.280,154.960,0.520,0.520,123
39,0.000,132,0,132,132,132,77.307,213.893,76.960,213.720,0.520,0.520,102
40,0.000,113,0,113,113,113,77.307,159.120,76.960,159.120,0.520,0.520,102
41,0.000,136,0,136,136,136,79.733,231.573,79.560,231.400,0.520,0.520,125
42,0.000,145,0,145,145,145,81.813,156.000,81.640,156.000,0.520,0.520,125
43,0.000,153,0,153,153,153,85.627,244.747,85.280,244.400,0.520,0.520,152
44,0.000,118,0,118,118,118,86.667,159.120,86.320,159.120,0.520,0.520,152
45,0.000,132,0,132,132,132,85.973,247.173,85.800,247.000,0.520,0.520,164
46,0.000,118,0,118,118,118,89.093,151.147,88.920,150.800,0.520,0.520,164
47,0.000,134,0,134,134,134,89.440,254.107,89.440,253.760,0.520,0.520,176
48,0.000,128,0,128,128,128,91.520,152.533,91.520,152.360,0.520,0.520,176
49,0.000,146,0,146,146,146,90.480,258.267,90.480,257.920,0.520,0.520,188
50,0.000,125,0,125,125,125,92.213,161.200,92.040,161.200,0.520,0.520,188
51,0.000,149,0,149,149,149,98.107,274.213,97.760,274.040,0.520,0.520,227
52,0.000,123,0,123,123,123,98.107,170.907,97.760,170.560,0.520,0.520,227
