 ,Area,Mean,StdDev,Mode,Min,Max,X,Y,BX,BY,Width,Height,Slice
1,0.000,127,0,127,127,127,67.253,171.600,67.080,171.600,0.520,0.520,111
2,0.000,191,0,191,191,191,63.440,263.120,63.440,263.120,0.520,0.520,111
3,0.000,136,0,136,136,136,68.293,171.947,68.120,171.600,0.520,0.520,117
4,0.000,290,0,290,290,290,65.173,267.973,65.000,267.800,0.520,0.520,117
5,0.000,125,0,125,125,125,68.640,175.067,68.640,174.720,0.520,0.520,123
6,0.000,237,0,237,237,237,68.293,272.827,68.120,272.480,0.520,0.520,123
7,0.000,140,0,140,140,140,69.680,180.267,69.680,179.920,0.520,0.520,130
8,0.000,207,0,207,207,207,70.027,275.947,69.680,275.600,0.520,0.520,130
9,0.000,129,0,129,129,129,71.067,186.507,70.720,186.160,0.520,0.520,137
10,0.000,195,0,195,195,195,71.413,279.067,71.240,278.720,0.520,0.520,137
11,0.000,134,0,134,134,134,71.067,186.160,70.720,186.160,0.520,0.520,143
12,0.000,181,0,181,181,181,70.720,282.187,70.720,281.840,0.520,0.520,143
13,0.000,128,0,128,128,128,72.800,187.893,72.800,187.720,0.520,0.520,150
14,0.000,172,0,172,172,172,70.720,285.307,70.720,284.960,0.520,0.520,150
15,0.000,134,0,134,134,134,75.573,190.667,75.400,190.320,0.520,0.520,157
16,0.000,211,0,211,211,211,70.373,288.773,70.200,288.600,0.520,0.520,157
17,0.000,133,0,133,133,133,77.307,191.013,76.960,190.840,0.520,0.520,164
18,0.000,197,0,197,197,197,72.800,291.547,72.800,291.200,0.520,0.520,164
19,0.000,138,0,138,138,138,79.733,198.987,79.560,198.640,0.520,0.520,171
20,0.000,158,0,158,158,158,77.307,298.133,76.960,297.960,0.520,0.520,171
21,0.000,132,0,132,132,132,80.773,200.027,80.600,199.680,0.520,0.520,178
22,0.000,158,0,158,158,158,76.960,299.520,76.960,299.520,0.520,0.520,178
23,0.000,141,0,141,141,141,79.733,211.467,79.560,211.120,0.520,0.520,185
24,0.000,143,0,143,143,143,78.347,301.253,78.000,301.080,0.520,0.520,185
25,0.000,166,0,166,166,166,81.467,306.453,81.120,306.280,0.520,0.520,192
26,0.000,127,0,127,127,127,82.507,218.053,82.160,217.880,0.520,0.520,192
27,0.000,150,0,150,150,150,81.813,308.880,81.640,308.880,0.520,0.520,198
28,0.000,169,0,169,169,169,83.547,207.307,83.200,206.960,0.520,0.520,198
29,0.000,143,0,143,143,143,84.240,313.040,84.240,313.040,0.520,0.520,204
30,0.000,142,0,142,142,142,82.853,217.360,82.680,217.360,0.520,0.520,204
31,0.000,137,0,137,137,137,84.933,313.387,84.760,313.040,0.520,0.520,210
32,0.000,156,0,156,156,156,83.547,210.773,83.200,210.600,0.520,0.520,210
33,0.000,124,0,124,124,124,86.320,315.813,86.320,315.640,0.520,0.520,216
34,0.000,146,0,146,146,146,84.587,207.307,84.240,206.960,0.520,0.520,216
35,0.000,146,0,146,146,146,88.747,313.040,88.400,313.040,0.520,0.520,223
36,0.000,142,0,142,142,142,83.547,208.693,83.200,208.520,0.520,0.520,223
37,0.000,145,0,145,145,145,90.133,313.040,89.960,313.040,0.520,0.520,229
38,0.000,160,0,160,160,160,84.240,212.507,84.240,212.160,0.520,0.520,229
39,0.000,144,0,144,144,144,91.173,316.853,91.000,316.680,0.520,0.520,235
40,0.000,149,0,149,149,149,82.507,210.080,82.160,210.080,0.520,0.520,235
41,0.000,137,0,137,137,137,90.133,318.933,89.960,318.760,0.520,0.520,241
42,0.000,176,0,176,176,176,84.240,211.813,84.240,211.640,0.520,0.520,241
43,0.000,137,0,137,137,137,92.560,318.587,92.560,318.240,0.520,0.520,247
44,0.000,163,0,163,163,163,87.013,218.400,86.840,218.400,0.520,0.520,247
45,0.000,147,0,147,147,147,79.040,300.213,79.040,300.040,0.520,0.520,183
46,0.000,172,0,172,172,172,78.000,216.667,78.000,216.320,0.520,0.520,183
47,0.000,139,0,139,139,139,82.853,303.333,82.680,303.160,0.520,0.520,193
48,0.000,137,0,137,137,137,81.467,221.867,81.120,221.520,0.520,0.520,193
