 ,Area,Mean,StdDev,Mode,Min,Max,X,Y,BX,BY,Width,Height,Slice
1,0.000,120,0,120,120,120,75.920,131.387,75.920,131.040,0.520,0.520,119
2,0.000,128,0,128,128,128,70.373,216.320,70.200,216.320,0.520,0.520,119
3,0.000,122,0,122,122,122,78.000,134.853,78.000,134.680,0.520,0.520,125
4,0.000,137,0,137,137,137,72.453,221.173,72.280,221.000,0.520,0.520,125
5,0.000,116,0,116,116,116,76.613,131.387,76.440,131.040,0.520,0.520,133
6,0.000,142,0,142,142,142,73.147,228.107,72.800,227.760,0.520,0.520,133
7,0.000,119,0,119,119,119,80.080,128.960,80.080,128.960,0.520,0.520,142
8,0.000,129,0,129,129,129,76.960,232.267,76.960,231.920,0.520,0.520,142
9,0.000,115,0,115,115,115,82.507,137.973,82.160,137.800,0.520,0.520,150
10,0.000,121,0,121,121,121,78.000,234.347,78.000,234.000,0.520,0.520,150
11,0.000,118,0,118,118,118,79.040,139.013,79.040,138.840,0.520,0.520,158
12,0.000,136,0,136,136,136,76.267,241.973,75.920,241.800,0.520,0.520,158
13,0.000,121,0,121,121,121,83.200,141.787,83.200,141.440,0.520,0.520,166
14,0.000,123,0,123,123,123,79.040,242.320,79.040,242.320,0.520,0.520,166
15,0.000,115,0,115,115,115,84.240,146.293,84.240,146.120,0.520,0.520,175
16,0.000,121,0,121,121,121,79.733,244.053,79.560,243.880,0.520,0.520,175
17,0.000,119,0,119,119,119,85.973,148.373,85.800,148.200,0.520,0.520,184
18,0.000,134,0,134,134,134,81.813,248.560,81.640,248.560,0.520,0.520,184
19,0.000,119,0,119,119,119,86.320,142.827,86.320,142.480,0.520,0.520,193
20,0.000,131,0,131,131,131,79.733,247.520,79.560,247.520,0.520,0.520,193
21,0.000,129,0,129,129,129,81.467,142.133,81.120,141.960,0.520,0.520,201
22,0.000,146,0,146,146,146,76.960,249.947,76.960,249.600,0.520,0.520,201
23,0.000,115,0,115,115,115,82.507,150.107,82.160,149.760,0.520,0.520,210
24,0.000,116,0,116,116,116,80.080,255.493,80.080,255.320,0.520,0.520,210
25,0.000,155,0,155,155,155,92.213,165.707,92.040,165.360,0.520,0.520,218
26,0.000,119,0,119,119,119,85.973,259.307,85.800,258.960,0.520,0.520,218
27,0.000,136,0,136,136,136,93.253,165.360,93.080,165.360,0.520,0.520,227
28,0.000,126,0,126,126,126,90.827,262.427,90.480,262.080,0.520,0.520,227
29,0.000,123,0,123,123,123,92.907,171.947,92.560,171.600,0.520,0.520,235
30,0.000,121,0,121,121,121,90.133,266.933,89.960,266.760,0.520,0.520,235
31,0.000,155,0,155,155,155,91.520,165.360,91.520,165.360,0.520,0.520,229
32,0.000,123,0,123,123,123,89.440,265.200,89.440,265.200,0.520,0.520,229
33,0.000,121,0,121,121,121,89.787,170.907,89.440,170.560,0.520,0.520,211
34,0.000,128,0,128,128,128,86.667,255.493,86.320,255.320,0.520,0.520,211
35,0.000,118,0,118,118,118,89.093,162.587,88.920,162.240,0.520,0.520,200
36,0.000,128,0,128,128,128,83.547,255.840,83.200,255.840,0.520,0.520,200
37,0.000,122,0,122,122,122,87.013,154.960,86.840,154.960,0.520,0.520,187
38,0.000,121,0,121,121,121,83.547,246.133,83.200,245.960,0.520,0.520,187
39,0.000,115,0,115,115,115,86.320,158.427,86.320,158.080,0.520,0.520,177
40,0.000,111,0,111,111,111,80.773,240.587,80.600,240.240,0.520,0.520,177
41,0.000,126,0,126,126,126,82.160,148.720,82.160,148.720,0.520,0.520,165
42,0.000,122,0,122,122,122,78.693,240.240,78.520,240.240,0.520,0.520,165
43,0.000,125,0,125,125,125,80.080,146.987,80.080,146.640,0.520,0.520,155
44,0.000,130,0,130,130,130,76.613,236.773,76.440,236.600,0.520,0.520,155
45,0.000,116,0,116,116,116,76.267,143.520,75.920,143.520,0.520,0.520,127
46,0.000,125,0,125,125,125,72.107,218.400,71.760,218.400,0.520,0.520,127
47,0.000,112,0,112,112,112,75.573,139.013,75.400,138.840,0.520,0.520,122
48,0.000,126,0,126,126,126,71.760,208.347,71.760,208.000,0.520,0.520,122
