 ,Area,Mean,Min,Max,X,Y,Slice
1,0.000,160,160,160,99.840,267.280,223
2,0.000,139,139,139,117.520,148.720,223
3,0.000,173,173,173,95.160,262.080,207
4,0.000,145,145,145,113.880,147.680,207
5,0.000,142,142,142,94.640,251.160,178
6,0.000,149,149,149,115.960,131.040,178
7,0.000,157,157,157,101.400,269.880,236
8,0.000,133,133,133,115.960,154.440,236
9,0.000,158,158,158,90.480,241.280,151
10,0.000,130,130,130,101.920,147.160,151
11,0.000,178,178,178,96.200,251.160,167
12,0.000,149,149,149,106.080,142.480,167
13,0.000,169,169,169,96.200,257.400,189
14,0.000,155,155,155,109.720,151.840,189
15,0.000,184,184,184,100.880,267.800,219
16,0.000,131,131,131,107.120,156.520,219
17,0.000,155,155,155,104.000,273.000,240
18,0.000,138,138,138,114.400,164.320,240
19,0.000,154,154,154,94.640,256.880,193
20,0.000,161,161,161,108.160,148.200,193
21,0.000,139,139,139,94.120,241.800,152
22,0.000,131,131,131,102.440,148.200,152
