 ,Area,Mean,Min,Max,X,Y,Slice
1,0.000,153,153,153,85.280,231.400,112
2,0.000,128,128,128,86.840,150.280,112
3,0.000,124,124,124,87.880,234.520,122
4,0.000,130,130,130,86.840,148.720,122
5,0.000,127,127,127,90.480,240.240,135
6,0.000,121,121,121,91.000,152.360,135
7,0.000,133,133,133,93.080,248.560,145
8,0.000,120,120,120,91.520,154.440,145
9,0.000,134,134,134,95.680,250.640,153
10,0.000,130,130,130,91.000,154.440,153
11,0.000,128,128,128,100.880,257.920,161
12,0.000,116,116,116,90.480,152.880,161
13,0.000,126,126,126,102.440,258.440,167
14,0.000,128,128,128,93.080,160.160,167
15,0.000,152,152,152,93.600,250.120,148
16,0.000,121,121,121,92.560,161.720,148
17,0.000,117,117,117,92.560,160.680,138
18,0.000,132,132,132,90.480,245.440,138
19,0.000,120,120,120,88.920,161.720,121
20,0.000,127,127,127,87.880,231.920,121
21,0.000,136,136,136,100.360,265.720,185
22,0.000,123,123,123,96.720,167.960,185
23,0.000,125,125,125,91.520,161.720,155
24,0.000,124,124,124,97.760,250.640,155
