 ,Area,Mean,StdDev,Mode,Min,Max,X,Y,BX,BY,Width,Height,Slice
1,0.000,131,0,131,131,131,74.533,161.547,74.360,161.200,0.520,0.520,135
2,0.000,206,0,206,206,206,76.613,241.627,76.440,241.280,0.520,0.520,135
3,0.000,122,0,122,122,122,74.880,161.200,74.880,161.200,0.520,0.520,141
4,0.000,176,0,176,176,176,81.120,247.173,81.120,247.000,0.520,0.520,141
5,0.000,125,0,125,125,125,78.000,161.547,78.000,161.200,0.520,0.520,148
6,0.000,261,0,261,261,261,80.080,251.680,80.080,251.680,0.520,0.520,148
7,0.000,121,0,121,121,121,77.307,158.427,76.960,158.080,0.520,0.520,155
8,0.000,223,0,223,223,223,81.120,253.413,81.120,253.240,0.520,0.520,155
9,0.000,131,0,131,131,131,81.120,159.120,81.120,159.120,0.520,0.520,162
10,0.000,171,0,171,171,171,82.507,253.067,82.160,252.720,0.520,0.520,162
11,0.000,131,0,131,131,131,84.240,167.093,84.240,166.920,0.520,0.520,184
12,0.000,193,0,193,193,193,86.667,266.587,86.320,266.240,0.520,0.520,184
13,0.000,126,0,126,126,126,86.320,169.520,86.320,169.520,0.520,0.520,196
14,0.000,166,0,166,166,166,90.480,273.173,90.480,273.000,0.520,0.520,196
15,0.000,136,0,136,136,136,88.400,174.720,88.400,174.720,0.520,0.520,208
16,0.000,162,0,162,162,162,88.747,276.293,88.400,276.120,0.520,0.520,208
17,0.000,132,0,132,132,132,84.933,161.547,84.760,161.200,0.520,0.520,185
18,0.000,161,0,161,161,161,85.280,265.200,85.280,265.200,0.520,0.520,185
19,0.000,119,0,119,119,119,83.547,149.413,83.200,149.240,0.520,0.520,175
20,0.000,169,0,169,169,169,84.240,261.387,84.240,261.040,0.520,0.520,175
21,0.000,122,0,122,122,122,84.587,162.933,84.240,162.760,0.520,0.520,181
22,0.000,218,0,218,218,218,86.667,266.240,86.320,266.240,0.520,0.520,181
23,0.000,130,0,130,130,130,74.187,159.813,73.840,159.640,0.520,0.520,129
24,0.000,184,0,184,184,184,78.347,235.733,78.000,235.560,0.520,0.520,129
25,0.000,122,0,122,122,122,75.920,165.013,75.920,164.840,0.520,0.520,140
26,0.000,175,0,175,175,175,80.080,244.400,80.080,244.400,0.520,0.520,140
