 ,Area,Mean,StdDev,Mode,Min,Max,X,Y,BX,BY,Width,Height,Slice
1,0.000,191,0,191,191,191,84.933,230.013,84.760,229.840,0.520,0.520,102
2,0.000,134,0,134,134,134,83.893,170.387,83.720,170.040,0.520,0.520,102
3,0.000,395,0,395,395,395,85.280,232.093,85.280,231.920,0.520,0.520,107
4,0.000,119,0,119,119,119,84.240,164.493,84.240,164.320,0.520,0.520,107
5,0.000,565,0,565,565,565,87.360,236.253,87.360,236.080,0.520,0.520,113
6,0.000,132,0,132,132,132,84.933,166.227,84.760,165.880,0.520,0.520,113
7,0.000,155,0,155,155,155,90.133,241.800,89.960,241.800,0.520,0.520,120
8,0.000,120,0,120,120,120,85.280,162.067,85.280,161.720,0.520,0.520,120
9,0.000,158,0,158,158,158,91.867,245.960,91.520,245.960,0.520,0.520,127
10,0.000,128,0,128,128,128,86.320,165.533,86.320,165.360,0.520,0.520,127
11,0.000,147,0,147,147,147,94.987,249.427,94.640,249.080,0.520,0.520,134
12,0.000,118,0,118,118,118,90.480,162.067,90.480,161.720,0.520,0.520,134
13,0.000,141,0,141,141,141,93.947,251.507,93.600,251.160,0.520,0.520,141
14,0.000,118,0,118,118,118,93.253,163.453,93.080,163.280,0.520,0.520,141
15,0.000,153,0,153,153,153,91.520,254.280,91.520,254.280,0.520,0.520,148
16,0.000,121,0,121,121,121,97.413,162.760,97.240,162.760,0.520,0.520,148
17,0.000,151,0,151,151,151,95.680,259.827,95.680,259.480,0.520,0.520,155
18,0.000,119,0,119,119,119,93.947,174.547,93.600,174.200,0.520,0.520,155
19,0.000,150,0,150,150,150,98.800,264.333,98.800,264.160,0.520,0.520,161
20,0.000,126,0,126,126,126,94.987,179.747,94.640,179.400,0.520,0.520,161
21,0.000,175,0,175,175,175,101.227,269.187,100.880,268.840,0.520,0.520,168
22,0.000,116,0,116,116,116,97.413,180.093,97.240,179.920,0.520,0.520,168
23,0.000,144,0,144,144,144,99.493,267.800,99.320,267.800,0.520,0.520,175
24,0.000,127,0,127,127,127,98.107,185.987,97.760,185.640,0.520,0.520,175
25,0.000,163,0,163,163,163,101.227,270.920,100.880,270.920,0.520,0.520,182
26,0.000,119,0,119,119,119,99.147,189.453,98.800,189.280,0.520,0.520,182
27,0.000,149,0,149,149,149,103.307,274.040,102.960,274.040,0.520,0.520,188
28,0.000,130,0,130,130,130,100.187,189.107,99.840,188.760,0.520,0.520,188
29,0.000,152,0,152,152,152,106.080,278.200,106.080,278.200,0.520,0.520,195
30,0.000,120,0,120,120,120,101.573,188.413,101.400,188.240,0.520,0.520,195
31,0.000,138,0,138,138,138,106.427,279.587,106.080,279.240,0.520,0.520,201
32,0.000,117,0,117,117,117,102.960,194.653,102.960,194.480,0.520,0.520,201
33,0.000,148,0,148,148,148,105.733,283.747,105.560,283.400,0.520,0.520,208
34,0.000,119,0,119,119,119,103.307,191.880,102.960,191.880,0.520,0.520,208
35,0.000,144,0,144,144,144,110.240,285.133,110.240,284.960,0.520,0.520,215
36,0.000,122,0,122,122,122,103.653,186.333,103.480,186.160,0.520,0.520,215
37,0.000,142,0,142,142,142,109.547,287.560,109.200,287.560,0.520,0.520,222
38,0.000,118,0,118,118,118,104.347,179.400,104.000,179.400,0.520,0.520,222
39,0.000,138,0,138,138,138,108.853,289.987,108.680,289.640,0.520,0.520,228
40,0.000,116,0,116,116,116,105.387,182.173,105.040,182.000,0.520,0.520,228
41,0.000,137,0,137,137,137,113.013,294.840,112.840,294.840,0.520,0.520,235
42,0.000,137,0,137,137,137,106.773,184.947,106.600,184.600,0.520,0.520,235
43,0.000,161,0,161,161,161,104.693,278.547,104.520,278.200,0.520,0.520,194
44,0.000,127,0,127,127,127,101.227,188.760,100.880,188.760,0.520,0.520,194
45,0.000,165,0,165,165,165,98.800,267.800,98.800,267.800,0.520,0.520,171
46,0.000,120,0,120,120,120,96.720,180.787,96.720,180.440,0.520,0.520,171
47,0.000,178,0,178,178,178,97.413,264.333,97.240,264.160,0.520,0.520,159
48,0.000,116,0,116,116,116,94.987,175.933,94.640,175.760,0.520,0.520,159
49,0.000,142,0,142,142,142,91.173,245.960,91.000,245.960,0.520,0.520,131
50,0.000,132,0,132,132,132,89.440,169.000,89.440,169.000,0.520,0.520,131
51,0.000,304,0,304,304,304,87.013,237.640,86.840,237.640,0.520,0.520,117
52,0.000,126,0,126,126,126,85.973,169.347,85.800,169.000,0.520,0.520,117
