 ,Area,Mean,Min,Max,X,Y,Slice
1,0.000,147,147,147,92.040,258.960,106
2,0.000,225,225,225,89.960,196.040,106
3,0.000,129,129,129,92.560,260.520,114
4,0.000,141,141,141,89.960,192.920,114
5,0.000,154,154,154,98.800,266.240,124
6,0.000,137,137,137,93.600,199.680,124
7,0.000,141,141,141,98.800,271.960,127
8,0.000,138,138,138,95.160,197.080,127
9,0.000,199,199,199,102.960,282.880,139
10,0.000,136,136,136,98.800,203.320,139
11,0.000,141,141,141,100.360,287.560,162
12,0.000,137,137,137,104.520,197.600,162
13,0.000,142,142,142,101.920,274.560,134
14,0.000,136,136,136,95.680,177.840,134
15,0.000,136,136,136,103.480,288.600,167
16,0.000,141,141,141,101.920,183.560,167
17,0.000,146,146,146,104.520,293.280,179
18,0.000,136,136,136,104.520,184.080,179
