 ,Area,Mean,Min,Max,X,Y,Slice
1,0.000,148,148,148,74.880,218.920,104
2,0.000,119,119,119,77.480,147.160,104
3,0.000,153,153,153,80.080,231.920,121
4,0.000,121,121,121,79.560,146.640,121
5,0.000,146,146,146,81.640,237.640,140
6,0.000,122,122,122,82.680,149.760,140
7,0.000,165,165,165,84.760,248.560,156
8,0.000,118,118,118,86.840,149.240,156
9,0.000,134,134,134,87.360,251.160,172
10,0.000,117,117,117,88.920,153.920,172
11,0.000,169,169,169,91.520,255.840,188
12,0.000,133,133,133,89.960,151.320,188
13,0.000,139,139,139,95.160,263.120,199
14,0.000,153,153,153,90.480,172.640,199
15,0.000,132,132,132,96.720,266.760,214
16,0.000,129,129,129,93.080,170.560,214
17,0.000,125,125,125,99.840,269.880,227
18,0.000,126,126,126,96.200,172.120,227
19,0.000,141,141,141,98.800,270.920,216
20,0.000,124,124,124,94.120,182.520,216
21,0.000,136,136,136,94.120,264.680,193
22,0.000,185,185,185,89.960,179.400,193
23,0.000,124,124,124,91.000,254.280,182
24,0.000,120,120,120,87.880,166.400,182
25,0.000,148,148,148,86.840,251.680,170
26,0.000,123,123,123,87.880,162.760,170
27,0.000,136,136,136,74.880,214.760,103
28,0.000,121,121,121,78.000,151.320,103
29,0.000,137,137,137,79.560,230.360,123
30,0.000,191,191,191,80.600,156.520,123
31,0.000,147,147,147,80.080,238.680,138
32,0.000,119,119,119,83.200,154.440,138
33,0.000,144,144,144,86.840,247.520,157
34,0.000,113,113,113,87.880,157.560,157
