 ,Area,Mean,Min,Max,X,Y,Slice
1,0.000,134,134,134,68.120,244.920,110
2,0.000,116,116,116,68.120,171.080,110
3,0.000,127,127,127,70.200,243.880,116
4,0.000,130,130,130,68.120,170.040,116
5,0.000,124,124,124,69.160,247.000,122
6,0.000,130,130,130,69.160,166.920,122
7,0.000,130,130,130,71.240,251.680,129
8,0.000,124,124,124,70.200,163.800,129
9,0.000,127,127,127,69.680,251.680,137
10,0.000,123,123,123,71.240,154.960,137
11,0.000,129,129,129,74.360,265.200,145
12,0.000,113,113,113,72.800,151.840,145
13,0.000,131,131,131,74.360,265.720,153
14,0.000,119,119,119,74.360,162.760,153
15,0.000,127,127,127,76.440,269.880,161
16,0.000,117,117,117,75.400,165.360,161
17,0.000,117,117,117,80.600,267.800,169
18,0.000,120,120,120,76.440,166.400,169
19,0.000,120,120,120,80.600,278.200,183
20,0.000,119,119,119,80.600,167.960,183
21,0.000,139,139,139,82.680,283.400,191
22,0.000,120,120,120,81.640,173.680,191
23,0.000,126,126,126,83.200,281.840,199
24,0.000,120,120,120,84.760,176.280,199
25,0.000,121,121,121,85.800,284.960,207
26,0.000,116,116,116,85.280,185.120,207
27,0.000,119,119,119,88.920,287.040,215
28,0.000,121,121,121,87.880,187.720,215
29,0.000,123,123,123,89.960,293.280,222
30,0.000,117,117,117,91.000,187.200,222
31,0.000,127,127,127,89.440,238.160,222
32,0.000,134,134,134,89.960,300.040,229
33,0.000,119,119,119,91.000,176.280,229
34,0.000,124,124,124,91.000,300.040,237
35,0.000,138,138,138,91.520,185.640,237
36,0.000,136,136,136,93.080,303.680,244
37,0.000,124,124,124,93.080,183.040,244
