 ,Area,Mean,Min,Max,X,Y,Slice
1,0.000,152,152,152,91.520,256.880,154
2,0.000,116,116,116,93.080,135.200,154
3,0.000,158,158,158,105.040,295.880,236
4,0.000,126,126,126,104.520,149.760,236
5,0.000,297,297,297,102.440,291.200,218
6,0.000,135,135,135,105.040,151.320,218
7,0.000,168,168,168,98.280,281.320,199
8,0.000,123,123,123,102.960,151.840,199
9,0.000,173,173,173,94.120,273.000,182
10,0.000,127,127,127,101.400,148.200,182
11,0.000,162,162,162,91.000,265.200,172
12,0.000,123,123,123,96.720,145.080,172
13,0.000,164,164,164,91.000,256.880,156
14,0.000,120,120,120,95.160,135.200,156
15,0.000,158,158,158,89.440,250.640,145
16,0.000,120,120,120,93.080,137.280,145
17,0.000,150,150,150,89.440,245.440,135
18,0.000,126,126,126,87.880,145.080,135
19,0.000,166,166,166,85.800,235.560,121
20,0.000,126,126,126,81.120,143.000,121
21,0.000,209,209,209,91.000,258.440,153
22,0.000,140,140,140,91.520,142.480,153
23,0.000,159,159,159,98.280,278.200,191
24,0.000,133,133,133,98.280,132.080,191
25,0.000,142,142,142,96.200,280.280,203
26,0.000,125,125,125,101.400,164.320,203
27,0.000,246,246,246,100.880,287.040,212
28,0.000,122,122,122,102.440,173.680,212
29,0.000,309,309,309,95.680,280.800,192
30,0.000,125,125,125,97.760,169.000,192
31,0.000,155,155,155,101.920,288.600,217
32,0.000,129,129,129,106.600,169.000,217
33,0.000,164,164,164,95.680,275.080,184
34,0.000,123,123,123,97.760,168.480,184
35,0.000,198,198,198,92.560,266.240,170
36,0.000,119,119,119,98.280,166.400,170
37,0.000,163,163,163,91.520,260.520,159
38,0.000,125,125,125,94.640,147.680,159
