 ,Area,Mean,StdDev,Mode,Min,Max,X,Y,BX,BY,Width,Height,Slice
1,0.000,144,0,144,144,144,58.760,230.360,58.760,230.360,0.520,0.520,110
2,0.000,174,0,174,174,174,60.840,166.920,60.840,166.920,0.520,0.520,110
3,0.000,169,0,169,169,169,58.760,236.600,58.760,236.600,0.520,0.520,116
4,0.000,142,0,142,142,142,61.880,164.840,61.880,164.840,0.520,0.520,116
5,0.000,140,0,140,140,140,62.920,241.800,62.920,241.800,0.520,0.520,122
6,0.000,129,0,129,129,129,61.360,165.360,61.360,165.360,0.520,0.520,122
7,0.000,139,0,139,139,139,61.360,243.360,61.360,243.360,0.520,0.520,127
8,0.000,132,0,132,132,132,62.400,162.760,62.400,162.760,0.520,0.520,127
9,0.000,135,0,135,135,135,60.840,244.920,60.840,244.920,0.520,0.520,132
10,0.000,119,0,119,119,119,64.480,161.720,64.480,161.720,0.520,0.520,132
11,0.000,151,0,151,151,151,60.840,247.000,60.840,247.000,0.520,0.520,137
12,0.000,120,0,120,120,120,63.440,164.840,63.440,164.840,0.520,0.520,137
13,0.000,144,0,144,144,144,61.880,252.200,61.880,252.200,0.520,0.520,143
14,0.000,115,0,115,115,115,66.040,161.720,66.040,161.720,0.520,0.520,143
15,0.000,146,0,146,146,146,66.040,259.480,66.040,259.480,0.520,0.520,149
16,0.000,119,0,119,119,119,67.600,163.280,67.600,163.280,0.520,0.520,149
17,0.000,142,0,142,142,142,65.520,261.040,65.520,261.040,0.520,0.520,155
18,0.000,116,0,116,116,116,68.640,162.240,68.640,162.240,0.520,0.520,155
19,0.000,132,0,132,132,132,66.040,262.080,66.040,262.080,0.520,0.520,160
20,0.000,118,0,118,118,118,69.680,168.480,69.680,168.480,0.520,0.520,160
21,0.000,130,0,130,130,130,66.560,261.040,66.560,261.040,0.520,0.520,166
22,0.000,123,0,123,123,123,70.200,166.920,70.200,166.920,0.520,0.520,166
23,0.000,128,0,128,128,128,69.680,261.040,69.680,261.040,0.520,0.520,171
24,0.000,124,0,124,124,124,70.720,176.800,70.720,176.800,0.520,0.520,171
25,0.000,126,0,126,126,126,70.200,260.000,70.200,260.000,0.520,0.520,177
26,0.000,118,0,118,118,118,71.240,168.480,71.240,168.480,0.520,0.520,177
27,0.000,122,0,122,122,122,70.200,266.240,70.200,266.240,0.520,0.520,183
28,0.000,126,0,126,126,126,71.760,177.840,71.760,177.840,0.520,0.520,183
29,0.000,122,0,122,122,122,71.760,267.800,71.760,267.800,0.520,0.520,188
30,0.000,131,0,131,131,131,72.280,179.920,72.280,179.920,0.520,0.520,188
31,0.000,124,0,124,124,124,71.760,268.320,71.760,268.320,0.520,0.520,194
32,0.000,125,0,125,125,125,74.880,179.920,74.880,179.920,0.520,0.520,194
33,0.000,128,0,128,128,128,72.800,266.760,72.800,266.760,0.520,0.520,200
34,0.000,124,0,124,124,124,75.400,182.520,75.400,182.520,0.520,0.520,200
35,0.000,125,0,125,125,125,73.320,272.480,73.320,272.480,0.520,0.520,206
36,0.000,121,0,121,121,121,74.880,182.000,74.880,182.000,0.520,0.520,206
37,0.000,123,0,123,123,123,74.880,272.480,74.880,272.480,0.520,0.520,212
38,0.000,137,0,137,137,137,75.400,188.240,75.400,188.240,0.520,0.520,212
39,0.000,121,0,121,121,121,75.920,271.440,75.920,271.440,0.520,0.520,219
40,0.000,120,0,120,120,120,75.920,189.800,75.920,189.800,0.520,0.520,219
41,0.000,122,0,122,122,122,75.920,270.920,75.920,270.920,0.520,0.520,225
42,0.000,122,0,122,122,122,78.000,186.680,78.000,186.680,0.520,0.520,225
43,0.000,119,0,119,119,119,78.520,274.040,78.520,274.040,0.520,0.520,232
44,0.000,138,0,138,138,138,79.040,192.400,79.040,192.400,0.520,0.520,232
45,0.000,119,0,119,119,119,81.120,274.560,81.120,274.560,0.520,0.520,239
46,0.000,119,0,119,119,119,80.600,197.080,80.600,197.080,0.520,0.520,239
47,0.000,121,0,121,121,121,74.880,267.800,74.880,267.800,0.520,0.520,204
48,0.000,136,0,136,136,136,75.400,191.880,75.400,191.880,0.520,0.520,204
49,0.000,124,0,124,124,124,72.280,264.680,72.280,264.680,0.520,0.520,193
50,0.000,125,0,125,125,125,74.880,194.480,74.880,194.480,0.520,0.520,193
51,0.000,124,0,124,124,124,69.160,252.200,69.160,252.200,0.520,0.520,167
52,0.000,125,0,125,125,125,70.200,188.760,70.200,188.760,0.520,0.520,167
53,0.000,130,0,130,130,130,67.080,250.640,67.080,250.640,0.520,0.520,153
54,0.000,138,0,138,138,138,68.640,175.240,68.640,175.240,0.520,0.520,153
55,0.000,124,0,124,124,124,63.440,236.600,63.440,236.600,0.520,0.520,139
56,0.000,123,0,123,123,123,66.040,176.280,66.040,176.280,0.520,0.520,139
57,0.000,133,0,133,133,133,64.480,227.240,64.480,227.240,0.520,0.520,123
58,0.000,121,0,121,121,121,62.920,171.080,62.920,171.080,0.520,0.520,123
